#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	194268	195080	cpsK	1-813/813	===============	0/0	100.00	99.14	vfdb	NP_816131	vfdb~~~cpsK~~~NP_816131 (cpsK) ABC transporter permease protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	195080	196423	cpsJ	1-1344/1344	===============	0/0	100.00	99.48	vfdb	NP_816132	vfdb~~~cpsJ~~~NP_816132 (cpsJ) ABC transporter ATP-binding protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	196449	197588	cpsI	1-1140/1140	===============	0/0	100.00	99.56	vfdb	NP_816133	vfdb~~~cpsI~~~NP_816133 (cpsI) UDP-galactopyranose mutase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	197647	198045	cpsH	1-399/399	===============	0/0	100.00	99.50	vfdb	NP_816134	vfdb~~~cpsH~~~NP_816134 (cpsH) lipoprotein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	198063	200516	cpsG	1-2454/2454	===============	0/0	100.00	99.84	vfdb	NP_816135	vfdb~~~cpsG~~~NP_816135 (cpsG) MurB family protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	200543	201394	cpsF	1-852/852	===============	0/0	100.00	100.00	vfdb	NP_816136	vfdb~~~cpsF~~~NP_816136 (cpsF) CpsF protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	201418	203928	cpsE	1-2511/2511	===============	0/0	100.00	99.52	vfdb	NP_816137	vfdb~~~cpsE~~~NP_816137 (cpsE) glycosyl transferase group 2 family protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	203998	205464	cpsD	1-1467/1467	===============	0/0	100.00	98.70	vfdb	NP_816138	vfdb~~~cpsD~~~NP_816138 (cpsD) glycosyl transferase group 2 family protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	205483	206647	cpsC	1-1170/1170	========/======	1/5	99.57	99.23	vfdb	NP_816139	vfdb~~~cpsC~~~NP_816139 (cpsC) teichoic acid biosynthesis protein putative [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	207120	207920	cpsB	1-801/801	===============	0/0	100.00	99.38	vfdb	NP_816140	vfdb~~~cpsB~~~NP_816140 (cpsB) phosphatidate cytidylyltransferase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	207917	208732	cpsA	1-816/816	===============	0/0	100.00	100.00	vfdb	NP_816141	vfdb~~~cpsA~~~NP_816141 (cpsA) undecaprenyl diphosphate synthase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_11	216516	217131	fss2	4341-4956/4956	.............==	0/0	12.43	98.21	vfdb	NP_816151	vfdb~~~fss2~~~NP_816151 (fss2) Enterococcus faecalis surface protein Fss2 fibrinogen binding protein [Fibrinogen binding protein (AI272)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_13	69938	73854	EF0485	2-3918/3918	========/======	2/2	99.95	93.21	vfdb	NP_814266	vfdb~~~EF0485~~~NP_814266 (EF0485) aggregation substance [AS (VF0352)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_15	125422	126432	bopD	1-1011/1011	===============	0/0	100.00	99.31	vfdb	NP_814691	vfdb~~~bopD~~~NP_814691 (bopD) sugar-binding transcriptional regulator LacI family [BopD (VF0362)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_17	147506	148237	fsrA	1-732/732	===============	0/0	100.00	99.73	vfdb	NP_815519	vfdb~~~fsrA~~~NP_815519 (fsrA) response regulator [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_17	148326	149054	fsrB	1-729/729	===============	0/0	100.00	99.04	vfdb	NP_815518	vfdb~~~fsrB~~~NP_815518 (fsrB) agrBfs protein [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_17	149051	150394	fsrC	1-1344/1344	===============	0/0	100.00	99.26	vfdb	NP_815517	vfdb~~~fsrC~~~NP_815517 (fsrC) histidine kinase putative [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_17	150629	152161	gelE	1-1533/1533	===============	0/0	100.00	98.96	vfdb	NP_815516	vfdb~~~gelE~~~NP_815516 (gelE) coccolysin [Gelatinase (VF0357)] [Enterococcus faecalis V583]
