locus_tag	ftype	length_bp	gene	EC_number	COG	product
APPIIOAB_00001	CDS	447		6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit E
APPIIOAB_00001	gene	447				
APPIIOAB_00002	CDS	177				30S ribosomal protein S21
APPIIOAB_00002	gene	177				
APPIIOAB_00003	CDS	429				Fur family transcriptional regulator
APPIIOAB_00003	gene	429				
APPIIOAB_00004	CDS	858		2.7.-.-		Putative phosphotransferase
APPIIOAB_00004	gene	858				
APPIIOAB_00005	CDS	300				transcriptional regulator, ArsR family
APPIIOAB_00005	gene	300				
APPIIOAB_00006	CDS	1728		5.4.2.2		phosphoglucomutase/phosphomannomutase family protein
APPIIOAB_00006	gene	1728				
APPIIOAB_00007	CDS	936		1.8.1.9		thioredoxin reductase
APPIIOAB_00007	gene	936				
APPIIOAB_00008	CDS	1434		3.2.1.86		6-phospho-beta-glucosidase
APPIIOAB_00008	gene	1434				
APPIIOAB_00009	CDS	1401		3.2.1.22		alpha-galactosidase
APPIIOAB_00009	gene	1401				
APPIIOAB_00010	CDS	906				phosphosugar-binding transcriptional regulator
APPIIOAB_00010	gene	906				
APPIIOAB_00011	CDS	1887		2.7.1.69		PTS system, beta-glucoside-specific IIABC component
APPIIOAB_00011	gene	1887				
APPIIOAB_00012	CDS	858				transcriptional antiterminator bglG/CAT RNA-binding protein
APPIIOAB_00012	gene	858				
APPIIOAB_00013	CDS	1779				ABC transporter ATP-binding protein
APPIIOAB_00013	gene	1779				
APPIIOAB_00014	CDS	1752		3.6.3.44		Multidrug resistance-like ATP-binding protein mdlA
APPIIOAB_00014	gene	1752				
APPIIOAB_00015	CDS	225				hypothetical protein
APPIIOAB_00015	gene	225				
APPIIOAB_00016	CDS	1563				metal ion transporter
APPIIOAB_00016	gene	1563				
APPIIOAB_00017	CDS	900	nfo	3.1.21.2		endonuclease IV
APPIIOAB_00017	gene	900	nfo			
APPIIOAB_00018	CDS	2346		2.4.-.-		glycosyl transferase
APPIIOAB_00018	gene	2346				
APPIIOAB_00019	CDS	1002	ccpA			catabolite control protein A
APPIIOAB_00019	gene	1002	ccpA			
APPIIOAB_00020	CDS	1104		3.4.13.9		Xaa-Pro dipeptidase
