locus_tag	ftype	length_bp	gene	EC_number	COG	product
HMECLBPC_00001	CDS	1221		3.1.3.16		Ser/Thr protein phosphatase family protein
HMECLBPC_00001	gene	1221				
HMECLBPC_00002	CDS	2700				hypothetical protein
HMECLBPC_00002	gene	2700				
HMECLBPC_00003	CDS	945		3.1.-.-		3'-5' exoribonuclease yhaM
HMECLBPC_00003	gene	945				
HMECLBPC_00004	CDS	216				hypothetical protein
HMECLBPC_00004	gene	216				
HMECLBPC_00005	CDS	1011		5.2.1.8		Foldase protein prsA
HMECLBPC_00005	gene	1011				
HMECLBPC_00006	CDS	339				YtxH-like protein
HMECLBPC_00006	gene	339				
HMECLBPC_00007	CDS	435		3.-.-.-		histidine triad protein
HMECLBPC_00007	gene	435				
HMECLBPC_00008	CDS	738	ecsA			ABC transporter ATP-binding protein
HMECLBPC_00008	gene	738	ecsA			
HMECLBPC_00009	CDS	1212	ecsB			Bacterial ABC transporter protein EcsB
HMECLBPC_00009	gene	1212	ecsB			
HMECLBPC_00010	CDS	783		2.7.-.-		Phosphotransferase
HMECLBPC_00010	gene	783				
HMECLBPC_00011	CDS	654	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
HMECLBPC_00011	gene	654	trmB			
HMECLBPC_00012	CDS	1734		3.5.4.2		adenine deaminase
HMECLBPC_00012	gene	1734				
HMECLBPC_00013	CDS	930				type II/IV secretion system protein
HMECLBPC_00013	gene	930				
HMECLBPC_00014	CDS	1050				type II secretion system F domain protein
HMECLBPC_00014	gene	1050				
HMECLBPC_00015	CDS	297				prepilin-type cleavage/methylation domain protein
HMECLBPC_00015	gene	297				
HMECLBPC_00016	CDS	459				hypothetical protein
HMECLBPC_00016	gene	459				
HMECLBPC_00017	CDS	330				hypothetical protein
HMECLBPC_00017	gene	330				
HMECLBPC_00018	CDS	435				Competence protein ComGF
HMECLBPC_00018	gene	435				
HMECLBPC_00019	CDS	372				hypothetical protein
HMECLBPC_00019	gene	372				
HMECLBPC_00020	CDS	1008		2.1.1.72		adenine-specific methyltransferase
HMECLBPC_00020	gene	1008				
HMECLBPC_00021	CDS	1185	ackA	2.7.2.1		acetate kinase
HMECLBPC_00021	gene	1185	ackA			
HMECLBPC_00022	CDS	1215				hypothetical protein
HMECLBPC_00022	gene	1215				
HMECLBPC_00023	CDS	2439				hypothetical protein
HMECLBPC_00023	gene	2439				
HMECLBPC_00024	CDS	468				universal stress protein
HMECLBPC_00024	gene	468				
HMECLBPC_00025	CDS	288				hypothetical protein
HMECLBPC_00025	gene	288				
HMECLBPC_00026	CDS	1296	rarA			recombination factor protein RarA
HMECLBPC_00026	gene	1296	rarA			
HMECLBPC_00027	CDS	510				hypothetical protein
HMECLBPC_00027	gene	510				
HMECLBPC_00028	CDS	642		3.2.2.-		DNA-3-methyladenine glycosylase
HMECLBPC_00028	gene	642				
HMECLBPC_00029	CDS	489		3.2.2.-		DNA-3-methyladenine glycosylase
HMECLBPC_00029	gene	489				
HMECLBPC_00030	CDS	948	prmA	2.1.1.-		50S ribosomal protein L11 methyltransferase
HMECLBPC_00030	gene	948	prmA			
HMECLBPC_00031	CDS	753	rsmE	2.1.1.-		16S ribosomal RNA methyltransferase RsmE
HMECLBPC_00031	gene	753	rsmE			
HMECLBPC_00032	CDS	2214	relA	2.7.6.5		GTP diphosphokinase
HMECLBPC_00032	gene	2214	relA			
HMECLBPC_00033	CDS	447	dtd	3.1.-.-		D-tyrosyl-tRNA(Tyr) deacylase
HMECLBPC_00033	gene	447	dtd			
HMECLBPC_00034	CDS	1260		1.14.-.-		Cytochrome P450
HMECLBPC_00034	gene	1260				
HMECLBPC_00035	CDS	948		1.1.1.-		oxidoreductase, aldo/keto reductase family protein
HMECLBPC_00035	gene	948				
HMECLBPC_00036	CDS	1293	hisS	6.1.1.21		histidyl-tRNA synthetase
HMECLBPC_00036	gene	1293	hisS			
HMECLBPC_00037	CDS	1767	aspS	6.1.1.12		aspartyl-tRNA synthetase
HMECLBPC_00037	gene	1767	aspS			
HMECLBPC_00038	CDS	876				integral membrane protein
HMECLBPC_00038	gene	876				
HMECLBPC_00039	CDS	1947		2.3.1.-		acyltransferase
HMECLBPC_00039	gene	1947				
HMECLBPC_00040	CDS	282				GIY-YIG nuclease superfamily protein
HMECLBPC_00040	gene	282				
HMECLBPC_00041	CDS	735		2.1.1.-		methyltransferase small domain-containing protein
HMECLBPC_00041	gene	735				
HMECLBPC_00042	CDS	627		2.3.1.-		acyltransferase
HMECLBPC_00042	gene	627				
HMECLBPC_00043	CDS	1128	sbcD	3.1.11.-		exonuclease SbcD
HMECLBPC_00043	gene	1128	sbcD			
HMECLBPC_00044	CDS	3135	sbcC	3.1.11.-		exonuclease SbcC
HMECLBPC_00044	gene	3135	sbcC			
HMECLBPC_00045	CDS	3195				Snf2 family protein
HMECLBPC_00045	gene	3195				
HMECLBPC_00046	CDS	708		3.-.-.-		HAD superfamily hydrolase
HMECLBPC_00046	gene	708				
HMECLBPC_00047	CDS	399	spxA			transcriptional regulator Spx
HMECLBPC_00047	gene	399	spxA			
HMECLBPC_00048	CDS	648				MecA negative regulator of genetic competence
HMECLBPC_00048	gene	648				
HMECLBPC_00049	CDS	996				competence protein CoiA-like family protein
HMECLBPC_00049	gene	996				
HMECLBPC_00050	CDS	1815		3.4.24.-		oligoendopeptidase F
HMECLBPC_00050	gene	1815				
HMECLBPC_00051	CDS	171				hypothetical protein
HMECLBPC_00051	gene	171				
HMECLBPC_00052	CDS	468				hypothetical protein
HMECLBPC_00052	gene	468				
HMECLBPC_00053	CDS	1188		2.7.1.6		galactokinase
HMECLBPC_00053	gene	1188				
HMECLBPC_00054	CDS	1035		5.1.3.3		aldose 1-epimerase
HMECLBPC_00054	gene	1035				
HMECLBPC_00055	CDS	1458				sodium/galactoside symporter
HMECLBPC_00055	gene	1458				
HMECLBPC_00056	CDS	906				AraC-like ligand binding domain protein
HMECLBPC_00056	gene	906				
HMECLBPC_00057	CDS	672		1.6.99.-		NAD(P)H dehydrogenase
HMECLBPC_00057	gene	672				
HMECLBPC_00058	CDS	171				hypothetical protein
HMECLBPC_00058	gene	171				
HMECLBPC_00059	CDS	891				LysM domain-containing protein
HMECLBPC_00059	gene	891				
HMECLBPC_00060	CDS	1374	ybxG			amino acid permease
HMECLBPC_00060	gene	1374	ybxG			
HMECLBPC_00061	CDS	747				ABC transporter ATP-binding protein
HMECLBPC_00061	gene	747				
HMECLBPC_00062	CDS	852				metal ion ABC transporter permease
HMECLBPC_00062	gene	852				
HMECLBPC_00063	CDS	951				periplasmic solute binding protein
HMECLBPC_00063	gene	951				
HMECLBPC_00064	CDS	747				hypothetical protein
HMECLBPC_00064	gene	747				
HMECLBPC_00065	CDS	1173				iron-sulfur cluster-binding protein
HMECLBPC_00065	gene	1173				
HMECLBPC_00066	CDS	600				LysM domain-containing protein
HMECLBPC_00066	gene	600				
HMECLBPC_00067	CDS	1107		1.-.-.-		FAD dependent oxidoreductase
HMECLBPC_00067	gene	1107				
HMECLBPC_00068	CDS	1374				major facilitator superfamily transporter
HMECLBPC_00068	gene	1374				
HMECLBPC_00069	CDS	639				hypothetical protein
HMECLBPC_00069	gene	639				
HMECLBPC_00070	CDS	456				arginine repressor protein
HMECLBPC_00070	gene	456				
HMECLBPC_00071	CDS	1536		5.4.2.8		phosphoglucomutase/phosphomannomutase family protein
HMECLBPC_00071	gene	1536				
HMECLBPC_00072	CDS	207				hypothetical protein
HMECLBPC_00072	gene	207				
HMECLBPC_00073	CDS	402		1.11.1.15		peroxiredoxin, Ohr family protein
HMECLBPC_00073	gene	402				
HMECLBPC_00074	CDS	831		1.11.1.6		Manganese containing catalase
HMECLBPC_00074	gene	831				
HMECLBPC_00075	CDS	1326				ABC transporter substrate-binding protein
HMECLBPC_00075	gene	1326				
HMECLBPC_00076	CDS	912				ABC transporter ATP-binding protein
HMECLBPC_00076	gene	912				
HMECLBPC_00077	CDS	855				ABC transporter permease
HMECLBPC_00077	gene	855				
HMECLBPC_00078	CDS	615				integral membrane protein
HMECLBPC_00078	gene	615				
HMECLBPC_00079	CDS	675				DNA-binding response regulator
HMECLBPC_00079	gene	675				
HMECLBPC_00080	CDS	1026		2.7.13.3		sensor histidine kinase
HMECLBPC_00080	gene	1026				
HMECLBPC_00081	CDS	867				glucose uptake protein
HMECLBPC_00081	gene	867				
HMECLBPC_00082	CDS	1380				amino acid permease
HMECLBPC_00082	gene	1380				
HMECLBPC_00083	CDS	1188				tellurite resistance protein
HMECLBPC_00083	gene	1188				
HMECLBPC_00084	CDS	666				5-bromo-4-chloroindolyl phosphate hydrolysis protein
HMECLBPC_00084	gene	666				
HMECLBPC_00085	CDS	564		3.6.1.-		nudix hydrolase, YffH family
HMECLBPC_00085	gene	564				
HMECLBPC_00086	CDS	285				hypothetical protein
HMECLBPC_00086	gene	285				
HMECLBPC_00087	CDS	693		3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HMECLBPC_00087	gene	693				
HMECLBPC_00088	CDS	549		3.-.-.-		isochorismatase family protein
HMECLBPC_00088	gene	549				
HMECLBPC_00089	CDS	585				hypothetical protein
HMECLBPC_00089	gene	585				
HMECLBPC_00090	CDS	696	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
HMECLBPC_00090	gene	696	bioD			
HMECLBPC_00091	CDS	966	bioB	2.8.1.6		Biotin synthase
HMECLBPC_00091	gene	966	bioB			
HMECLBPC_00092	CDS	1908		3.4.24.-		Peptidase family M13
HMECLBPC_00092	gene	1908				
HMECLBPC_00093	CDS	849				hypothetical protein
HMECLBPC_00093	gene	849				
HMECLBPC_00094	CDS	975	prs2	2.7.6.1		ribose-phosphate pyrophosphokinase
HMECLBPC_00094	gene	975	prs2			
HMECLBPC_00095	CDS	1131		2.8.1.7		Putative cysteine desulfurase
HMECLBPC_00095	gene	1131				
HMECLBPC_00096	CDS	342				hypothetical protein
HMECLBPC_00096	gene	342				
HMECLBPC_00097	CDS	777				hypothetical protein
HMECLBPC_00097	gene	777				
HMECLBPC_00098	CDS	3861				hypothetical protein
HMECLBPC_00098	gene	3861				
HMECLBPC_00099	CDS	612		3.1.-.-		Calcineurin-like phosphoesterase
HMECLBPC_00099	gene	612				
HMECLBPC_00100	CDS	165				hypothetical protein
HMECLBPC_00100	gene	165				
HMECLBPC_00101	CDS	543				hypothetical protein
HMECLBPC_00101	gene	543				
HMECLBPC_00102	CDS	633				hypothetical protein
HMECLBPC_00102	gene	633				
HMECLBPC_00103	CDS	924				hypothetical protein
HMECLBPC_00103	gene	924				
HMECLBPC_00104	CDS	285				hypothetical protein
HMECLBPC_00104	gene	285				
HMECLBPC_00105	CDS	180				hypothetical protein
HMECLBPC_00105	gene	180				
HMECLBPC_00106	CDS	1122	mnmA	2.8.1.-		tRNA-specific 2-thiouridylase MnmA
HMECLBPC_00106	gene	1122	mnmA			
HMECLBPC_00107	CDS	1128		2.6.1.1		aspartate aminotransferase
HMECLBPC_00107	gene	1128				
HMECLBPC_00108	CDS	1302				major facilitator superfamily transporter
HMECLBPC_00108	gene	1302				
HMECLBPC_00109	CDS	567				TetR family transcriptional regulator
HMECLBPC_00109	gene	567				
HMECLBPC_00110	CDS	378				hypothetical protein
HMECLBPC_00110	gene	378				
HMECLBPC_00111	CDS	1971		5.99.1.2		DNA topoisomerase III
HMECLBPC_00111	gene	1971				
HMECLBPC_00112	CDS	486				YbaK/prolyl-tRNA synthetase-associated domain protein
HMECLBPC_00112	gene	486				
HMECLBPC_00113	CDS	642				amino acid ABC transporter permease
HMECLBPC_00113	gene	642				
HMECLBPC_00114	CDS	636				putative glutamine ABC transporter ATP-binding protein
HMECLBPC_00114	gene	636				
HMECLBPC_00115	CDS	819				family 3 extracellular solute-binding protein
HMECLBPC_00115	gene	819				
HMECLBPC_00116	CDS	1437	lacG_1	3.2.1.85		6-phospho-beta-galactosidase
HMECLBPC_00116	gene	1437	lacG_1			
HMECLBPC_00117	CDS	2442				cell division protein FtsK
HMECLBPC_00117	gene	2442				
HMECLBPC_00118	CDS	1074	rlmN	2.1.1.-		ribosomal RNA large subunit methyltransferase N
HMECLBPC_00118	gene	1074	rlmN			
HMECLBPC_00119	CDS	549		2.3.1.-		GNAT family acetyltransferase
HMECLBPC_00119	gene	549				
HMECLBPC_00120	CDS	1665				oligopeptide ABC superfamily ATP binding cassette transporter, binding protein
HMECLBPC_00120	gene	1665				
HMECLBPC_00121	CDS	345				hypothetical protein
HMECLBPC_00121	gene	345				
HMECLBPC_00122	CDS	942				oligopeptide ABC superfamily ATP binding cassette transporter, membrane protein
HMECLBPC_00122	gene	942				
HMECLBPC_00123	CDS	1044				oligopeptide ABC transporter, permease protein OppC family protein
HMECLBPC_00123	gene	1044				
HMECLBPC_00124	CDS	1077	oppD_1			ABC transporter ATP-binding protein
HMECLBPC_00124	gene	1077	oppD_1			
HMECLBPC_00125	CDS	957				ABC transporter ATP-binding protein
HMECLBPC_00125	gene	957				
HMECLBPC_00126	CDS	1008		2.7.7.-		IS200/IS605 family transposase
HMECLBPC_00126	gene	1008				
HMECLBPC_00127	CDS	822		3.6.1.-		NUDIX family hydrolase
HMECLBPC_00127	gene	822				
HMECLBPC_00128	CDS	279				hypothetical protein
HMECLBPC_00128	gene	279				
HMECLBPC_00129	CDS	2010	metG	6.1.1.10		methionyl-tRNA synthetase
HMECLBPC_00129	gene	2010	metG			
HMECLBPC_00130	CDS	678				hypothetical protein
HMECLBPC_00130	gene	678				
HMECLBPC_00131	CDS	168				hypothetical protein
HMECLBPC_00131	gene	168				
HMECLBPC_00132	CDS	1074	ribD		COG0117	Riboflavin biosynthesis protein RibD
HMECLBPC_00132	gene	1074	ribD			
HMECLBPC_00133	CDS	621	ribE	2.5.1.9	COG0307	Riboflavin synthase
HMECLBPC_00133	gene	621	ribE			
HMECLBPC_00134	CDS	1176	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
HMECLBPC_00134	gene	1176	ribBA			
HMECLBPC_00135	CDS	462	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
HMECLBPC_00135	gene	462	ribH			
HMECLBPC_00136	CDS	588				hypothetical protein
HMECLBPC_00136	gene	588				
HMECLBPC_00137	CDS	1320				amino acid permease family protein
HMECLBPC_00137	gene	1320				
HMECLBPC_00138	CDS	777		3.1.21.-		TatD family hydrolase
HMECLBPC_00138	gene	777				
HMECLBPC_00139	CDS	567		3.1.26.8		ribonuclease M5
HMECLBPC_00139	gene	567				
HMECLBPC_00140	CDS	891	rsmA	2.1.1.-		ribosomal RNA small subunit methyltransferase A
HMECLBPC_00140	gene	891	rsmA			
HMECLBPC_00141	CDS	267				hypothetical protein
HMECLBPC_00141	gene	267				
HMECLBPC_00142	CDS	627	niaX			Niacin transporter NiaX
HMECLBPC_00142	gene	627	niaX			
HMECLBPC_00143	CDS	1110	msmK_1			ABC transporter ATP-binding protein
HMECLBPC_00143	gene	1110	msmK_1			
HMECLBPC_00144	CDS	435	mgsA	4.2.3.3		methylglyoxal synthase
HMECLBPC_00144	gene	435	mgsA			
HMECLBPC_00145	CDS	537				membrane protein
HMECLBPC_00145	gene	537				
HMECLBPC_00146	CDS	252				hypothetical protein
HMECLBPC_00146	gene	252				
HMECLBPC_00147	CDS	432				hypothetical protein
HMECLBPC_00147	gene	432				
HMECLBPC_00148	CDS	843				hypothetical protein
HMECLBPC_00148	gene	843				
HMECLBPC_00149	CDS	891				hypothetical protein
HMECLBPC_00149	gene	891				
HMECLBPC_00150	CDS	1767				ABC transporter ATP-binding protein/permease
HMECLBPC_00150	gene	1767				
HMECLBPC_00151	CDS	1716				ABC transporter ATP-binding protein/permease
HMECLBPC_00151	gene	1716				
HMECLBPC_00152	CDS	2769				transcriptional antiterminator bglG:Sigma-54 factor
HMECLBPC_00152	gene	2769				
HMECLBPC_00153	CDS	420		2.7.1.-		PTS system, mannose/fructose/sorbose-specific IIA component
HMECLBPC_00153	gene	420				
HMECLBPC_00154	CDS	471		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIB component
HMECLBPC_00154	gene	471				
HMECLBPC_00155	CDS	780		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
HMECLBPC_00155	gene	780				
HMECLBPC_00156	CDS	822		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
HMECLBPC_00156	gene	822				
HMECLBPC_00157	CDS	1050				SIS domain-containing protein
HMECLBPC_00157	gene	1050				
HMECLBPC_00158	CDS	1002				SIS domain-containing protein
HMECLBPC_00158	gene	1002				
HMECLBPC_00159	CDS	645				chitin binding protein
HMECLBPC_00159	gene	645				
HMECLBPC_00160	CDS	660				chitin binding protein
HMECLBPC_00160	gene	660				
HMECLBPC_00161	CDS	873				hypothetical protein
HMECLBPC_00161	gene	873				
HMECLBPC_00162	CDS	1734				hypothetical protein
HMECLBPC_00162	gene	1734				
