locus_tag	ftype	length_bp	gene	EC_number	COG	product
KDEABKCA_00001	CDS	927				hypothetical protein
KDEABKCA_00001	gene	927				
KDEABKCA_00002	CDS	1485				hypothetical protein
KDEABKCA_00002	gene	1485				
KDEABKCA_00003	CDS	927				hypothetical protein
KDEABKCA_00003	gene	927				
KDEABKCA_00004	CDS	927				hypothetical protein
KDEABKCA_00004	gene	927				
KDEABKCA_00005	CDS	1485				hypothetical protein
KDEABKCA_00005	gene	1485				
KDEABKCA_00006	CDS	927				hypothetical protein
KDEABKCA_00006	gene	927				
KDEABKCA_00007	CDS	636				hypothetical protein
KDEABKCA_00007	gene	636				
KDEABKCA_00008	CDS	1467				major facilitator superfamily transporter
KDEABKCA_00008	gene	1467				
KDEABKCA_00009	CDS	792		3.1.1.3		esterase
KDEABKCA_00009	gene	792				
KDEABKCA_00010	CDS	663				TetR family transcriptional regulator
KDEABKCA_00010	gene	663				
KDEABKCA_00011	CDS	1716				ABC transporter ATP-binding protein
KDEABKCA_00011	gene	1716				
KDEABKCA_00012	CDS	1770				ABC transporter ATP-binding protein
KDEABKCA_00012	gene	1770				
KDEABKCA_00013	CDS	270				hypothetical protein
KDEABKCA_00013	gene	270				
KDEABKCA_00014	CDS	606				TetR family transcriptional regulator
KDEABKCA_00014	gene	606				
KDEABKCA_00015	CDS	1080				efflux ABC transporter permease
KDEABKCA_00015	gene	1080				
KDEABKCA_00016	CDS	669		3.6.3.-		ABC transporter ATP-binding protein
KDEABKCA_00016	gene	669				
KDEABKCA_00017	CDS	564				rRNA methylase family protein
KDEABKCA_00017	gene	564				
KDEABKCA_00018	CDS	969				radical SAM protein family protein
KDEABKCA_00018	gene	969				
KDEABKCA_00019	CDS	651				PAP2 family protein
KDEABKCA_00019	gene	651				
KDEABKCA_00020	CDS	1026				hypothetical protein
KDEABKCA_00020	gene	1026				
KDEABKCA_00021	CDS	660				hypothetical protein
KDEABKCA_00021	gene	660				
KDEABKCA_00022	CDS	2214		3.2.1.17		N-acetylmuramoyl-L-alanine amidase
KDEABKCA_00022	gene	2214				
KDEABKCA_00023	CDS	2415	leuS	6.1.1.4		leucyl-tRNA synthetase
KDEABKCA_00023	gene	2415	leuS			
KDEABKCA_00024	CDS	225				hypothetical protein
KDEABKCA_00024	gene	225				
KDEABKCA_00025	CDS	444				hypothetical protein
KDEABKCA_00025	gene	444				
KDEABKCA_00026	CDS	1221				hypothetical protein
KDEABKCA_00026	gene	1221				
KDEABKCA_00027	CDS	819				family 3 extracellular solute-binding protein
KDEABKCA_00027	gene	819				
KDEABKCA_00028	CDS	636				putative glutamine ABC transporter ATP-binding protein
KDEABKCA_00028	gene	636				
KDEABKCA_00029	CDS	645				amino acid ABC transporter permease
KDEABKCA_00029	gene	645				
KDEABKCA_00030	CDS	1632				oligopeptide ABC superfamily ATP binding cassette transporter, binding protein
KDEABKCA_00030	gene	1632				
KDEABKCA_00031	CDS	249				transglycosylase
KDEABKCA_00031	gene	249				
KDEABKCA_00032	CDS	1725				hypothetical protein
KDEABKCA_00032	gene	1725				
KDEABKCA_00033	CDS	828				hypothetical protein
KDEABKCA_00033	gene	828				
KDEABKCA_00034	CDS	1164		3.2.1.-		glycosyl hydrolase family protein
KDEABKCA_00034	gene	1164				
KDEABKCA_00035	CDS	1782	bga_1	3.2.1.23		Beta-galactosidase
KDEABKCA_00035	gene	1782	bga_1			
KDEABKCA_00036	CDS	708				transcriptional regulator, GntR family
KDEABKCA_00036	gene	708				
KDEABKCA_00037	CDS	927		2.7.1.-		PTS system, mannose/fructose/sorbose-specific IIAB component
KDEABKCA_00037	gene	927				
KDEABKCA_00038	CDS	792		2.7.1.69		PTS system mannose-specific transporter subunit IIC
KDEABKCA_00038	gene	792				
KDEABKCA_00039	CDS	801		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
KDEABKCA_00039	gene	801				
KDEABKCA_00040	CDS	3015				hypothetical protein
KDEABKCA_00040	gene	3015				
KDEABKCA_00041	CDS	324				hypothetical protein
KDEABKCA_00041	gene	324				
KDEABKCA_00042	CDS	609	rplY			50S ribosomal protein L25
KDEABKCA_00042	gene	609	rplY			
KDEABKCA_00043	CDS	783		5.4.99.-		16S rRNA pseudouridine synthase A
KDEABKCA_00043	gene	783				
KDEABKCA_00044	CDS	681		3.-.-.-		HAD superfamily hydrolase
KDEABKCA_00044	gene	681				
KDEABKCA_00045	CDS	456		2.3.1.-		GNAT family acetyltransferase
KDEABKCA_00045	gene	456				
KDEABKCA_00046	CDS	630	udk	2.7.1.48		uridine kinase
KDEABKCA_00046	gene	630	udk			
KDEABKCA_00047	CDS	342	ndoA_1	3.1.-.-		toxin-antitoxin system, toxin component, MazF family
KDEABKCA_00047	gene	342	ndoA_1			
KDEABKCA_00048	CDS	966		1.-.-.-		oxidoreductase family, NAD-binding Rossmann fold protein
KDEABKCA_00048	gene	966				
KDEABKCA_00049	CDS	1920				transcriptional antiterminator bglG
KDEABKCA_00049	gene	1920				
KDEABKCA_00050	CDS	336				PRD domain-containing protein
KDEABKCA_00050	gene	336				
KDEABKCA_00051	CDS	357				hypothetical protein
KDEABKCA_00051	gene	357				
KDEABKCA_00052	CDS	357				hypothetical protein
KDEABKCA_00052	gene	357				
KDEABKCA_00053	CDS	780				hypothetical protein
KDEABKCA_00053	gene	780				
KDEABKCA_00054	CDS	696				hypothetical protein
KDEABKCA_00054	gene	696				
KDEABKCA_00055	CDS	1314		2.7.1.69		PTS system transporter subunit IIC
KDEABKCA_00055	gene	1314				
KDEABKCA_00056	CDS	249				hypothetical protein
KDEABKCA_00056	gene	249				
KDEABKCA_00057	CDS	1089				alpha3-beta1 integrin-binding family protein
KDEABKCA_00057	gene	1089				
KDEABKCA_00058	CDS	1110		3.1.1.-	COG3964	Deacetylase
KDEABKCA_00058	gene	1110				
KDEABKCA_00059	CDS	663				hypothetical protein
KDEABKCA_00059	gene	663				
KDEABKCA_00060	CDS	468				hypothetical protein
KDEABKCA_00060	gene	468				
KDEABKCA_00061	CDS	894	nfo	3.1.21.2		endonuclease IV
